objid,ra,dec,modelmag_r,modelmagerr_r,extinction_r,redshift,zErr
1237665440978829339,194.616023247069,28.9741297107337,15.03579,0.002580595,0.02212503,0.0238004,9.279175E-06
1237665440978829404,194.626090006507,28.8588404229993,15.04419,0.00273453,0.01956361,0.026647,1.140957E-05
1237665440978829441,194.680067925913,28.9100472435057,14.71727,0.002633265,0.02170939,0.02783409,1.328132E-05
1237665440978960400,194.91577264283,28.9265549771207,13.89204,0.001983616,0.02654714,0.02009263,9.447953E-06
1237665440978960466,194.912996800047,28.8955236086662,13.64247,0.00191414,0.02587287,0.02039363,1.237405E-05
1237665440979025953,195.106860187594,28.8678073934719,14.22817,0.002079401,0.02593292,0.02257972,8.862419E-06
1237665440979026019,195.058355375781,28.8281644434916,14.01952,0.002059509,0.02466816,0.02447447,9.034916E-06
1237665440979026068,195.13002691707,28.9505340584901,16.80273,0.007100739,0.02567881,0.02327358,8.602858E-06
1237665440979026161,195.079748142254,28.8781463856717,17.49778,0.01157715,0.0255815,0.02462916,0.000101404
1237665440979091535,195.315650976421,28.8721784223315,16.1928,0.004048918,0.02085405,0.02378029,1.766863E-05
1237665440979091634,195.251348422006,28.7921591008561,17.42477,0.009722292,0.02495083,0.02659732,9.026186E-05
1237665440979157097,195.51843341003,28.894576668828,14.77844,0.002361135,0.02727976,0.02705565,9.929557E-06
1237665440979222567,195.606862839908,28.8580635630958,16.51189,0.004478404,0.02676645,0.02233579,5.824172E-06
1237665440979222670,195.648014771929,28.7452316009678,15.88569,0.004247006,0.02080003,0.02039584,2.476333E-05
1237665440979288192,195.846408376943,28.8641676660111,15.53096,0.002988193,0.02501624,0.02190953,1.08815E-05
1237665440979288199,195.844124517784,28.7965163163799,17.29333,0.006333454,0.02454507,0.02634211,2.867963E-05
1237665440979353636,195.925870239598,28.905511306085,15.16507,0.002684058,0.02527649,0.02231883,1.121037E-05
1237665440979419139,196.094505866627,28.8107654534364,14.71635,0.00267568,0.02879581,0.0264685,7.574887E-06
1237667444585922613,195.960154273299,28.1786357779268,16.3955,0.005477693,0.01833044,0.02129176,2.532421E-05
1237667444585922740,196.042281937626,28.247951973113,14.19415,0.002049271,0.01919745,0.01980045,9.062054E-06
1237667444585922800,195.899849185867,28.1669677048163,17.15127,0.005841846,0.01931243,0.02207758,2.297114E-05
1237667444585922954,195.976769029091,28.3105543009076,16.76723,0.01159124,0.02149323,0.02675119,6.484258E-06
1237667444585988282,196.130599534915,28.3019347577608,17.57259,0.006353043,0.01858003,0.02626066,4.68281E-06
1237667322723631193,193.903934566501,26.9116379740067,16.55941,0.006543312,0.02117806,0.01977963,3.044478E-05
1237667322723631315,194.008273685,26.9208104301108,16.78413,0.009712165,0.01940904,0.01899296,4.849474E-05
1237667322723696662,194.116059801409,26.987420225191,12.79096,0.001680063,0.02536388,0.02149556,7.496297E-06
1237667322723696663,194.121380149926,26.9569993866145,13.83409,0.001924261,0.02315881,0.02349821,7.378269E-06
1237667322723696789,194.213206433333,26.8988800476439,14.13597,0.002153991,0.02282109,0.0207527,9.111709E-06
1237667322723696863,194.150056654307,26.9047714864538,16.74678,0.004969287,0.0197976,0.02633429,2.902861E-05
1237667322723762338,194.329092886758,26.937621541558,17.2498,0.008682358,0.02404318,0.02556115,5.136834E-05
1237667322723827726,194.429307970786,26.8523831981815,14.47808,0.002217495,0.01953113,0.02125385,7.228567E-06
1237667322723827758,194.513194298134,26.9159631885312,14.57548,0.002211676,0.02139787,0.02737977,7.20759E-06
1237667322723827770,194.509924229175,26.8595006257056,14.12679,0.001992773,0.01990225,0.02452431,7.762545E-06
1237667322723827986,194.494230611838,26.9392518519976,17.61934,0.01375807,0.02176031,0.02542325,0.0001104926
1237667322723893322,194.584483358852,26.9206297850685,16.96216,0.005592739,0.02177441,0.02305392,2.583895E-05
1237667322723958937,194.82616113055,26.8898689261211,17.28686,0.008153391,0.02123378,0.018254,4.38158E-05
1237667322724024401,195.014695905543,26.8981074771178,13.49986,0.001929876,0.02251489,0.01976376,7.740869E-06
1237667322724090010,195.090502309771,26.9060243274601,15.79657,0.003360935,0.02310115,0.03912035,1.397099E-05
1237667322724155512,195.333662968,26.8867456529938,17.15867,0.00596524,0.0230492,0.02694282,3.374701E-05
1237667323260436605,193.862346628816,27.4224983156058,17.22459,0.006488161,0.02337051,0.02396124,2.209381E-05
1237667323260436744,193.851857260447,27.2804654666378,17.75852,0.01090228,0.02445795,0.02174034,7.425359E-05
1237667323260502019,193.922068404893,27.2507651298822,13.6277,0.001821749,0.02072511,0.02365111,7.859406E-06
1237667323260502170,193.942107288525,27.3638284154289,17.12241,0.005444262,0.02295028,0.04035063,2.422625E-05
1237667323260502211,194.017516603467,27.2855451577057,17.56006,0.008858259,0.02014529,0.02235919,9.401575E-06
1237667323260567605,194.197547650819,27.2922699695345,15.93604,0.005727374,0.02132201,0.02616944,3.249025E-05
1237667323260567643,194.098972908212,27.2339823811432,16.78992,0.006214898,0.01943196,0.02018797,3.003218E-05
1237667323260567649,194.119066277425,27.2912677276214,14.93843,0.002823648,0.02295265,0.02507102,8.929531E-06
1237667323260567703,194.144334572854,27.2275564090541,15.41505,0.003008765,0.02114857,0.0239829,1.296201E-05
1237667323260633139,194.257087628182,27.372084200323,15.05022,0.002670025,0.02146745,0.02335869,1.095859E-05
1237667323260633162,194.281937657411,27.3405503099274,17.48097,0.007083121,0.01946907,0.02433548,2.615235E-05
1237667323260633183,194.308617216578,27.2537479879091,17.05881,0.006461882,0.01749432,0.01747906,3.348336E-05
1237667323260633230,194.394538616261,27.3103214640806,17.06368,0.005378215,0.0197407,0.02484694,2.802539E-05
1237667323260698686,194.485514452773,27.3822883973786,16.73664,0.005421542,0.02332181,0.01738534,2.893939E-05
1237667323260698698,194.48072586664,27.2320234176602,17.51274,0.007396396,0.02078019,0.02161744,2.97405E-05
1237667323260698733,194.577616216501,27.3108222063476,16.01828,0.003566786,0.03134508,0.0247218,6.954737E-06
1237667323260764177,194.605424605225,27.1999966145997,16.52054,0.005681259,0.02944819,0.02683141,1.301751E-05
1237667323260764184,194.647230921338,27.2647008292695,14.97668,0.003031753,0.03358837,0.02453957,6.125944E-06
1237667323260764250,194.655341647786,27.1766130597826,15.02882,0.002770512,0.03121096,0.02556809,6.032908E-06
1237667323260764326,194.638068941343,27.364365696737,14.76413,0.002554521,0.02769765,0.02322747,1.094122E-05
1237667323260829813,194.818373318641,27.1580788307777,15.14639,0.002739517,0.02436174,0.02232145,1.046471E-05
1237667323260829935,194.905630493967,27.3360474126594,16.00946,0.004271354,0.01729433,0.0232575,2.008918E-05
1237667323260895278,195.026164834203,27.3007130661533,15.14636,0.002995803,0.02111749,0.02625441,1.275301E-05
1237667323260895450,195.060210600202,27.2807268069172,15.63449,0.003396363,0.02187833,0.03704246,8.656646E-06
1237667323260895917,195.065145401379,27.2566721331826,17.72291,0.01209646,0.02185623,0.02378349,9.242461E-05
1237667323260960821,195.116104386748,27.2717866772735,17.79766,0.007060993,0.02211134,0.02587094,3.153032E-05
1237667323260960965,195.099584113834,27.2869266585379,17.79181,0.01133644,0.02212152,0.0242417,8.798552E-05
1237667323260961158,195.128496920959,27.300179688661,17.76642,0.01394479,0.02186261,0.02564163,0.0001176265
1237667323261026354,195.294709931189,27.2464984455643,15.89053,0.005571286,0.01862935,0.02061296,3.581416E-05
1237667323261091954,195.52299891919,27.2972716010458,15.92124,0.003591198,0.02144059,0.02427973,1.386967E-05
1237667323261157385,195.655638946037,27.1761404681539,15.00387,0.002431991,0.02155984,0.01829657,9.570719E-06
1237667323261157433,195.592949555732,27.1879222488313,17.69246,0.007562496,0.02317949,0.03573755,1.065324E-05
1237667323261157453,195.636449334602,27.2955624355497,15.59799,0.003505023,0.01983745,0.02537541,1.715199E-05
